177649110  2   0   1    215.29  12.43  17.22 0.78 120-sec   
417174090  2   1   0    332.35  10.67  21.13 0.27 120-sec   
406678048  4   0   1    507.42  19.14  31.36 0.35 120-sec   
198383789 15   1   0    317.51   4.94  23.15 0.19 120-sec   
 16182444  1   0   1    207.26  11.86  15.35 0.2  120-sec   
258627931  8   1   1    276.4    3.79  20.4  0.1  120-sec   
 11938650  2   1   1    143.39   5.78  11.81 0.47 120-sec   
144222067  1   1   1    360.82  11.11  24.86 0.33 120-sec   
347571943  2   1   1    538.31   7.7   33.52 0.33 120-sec   
206283357  1   1   1    440.71   8.45  29.26 0.21 20-sec    
 74828242  2   1   1    348.93   6.45  24.1  0.29 120-sec   
257721857 21   1   0    988.66  15.48  59.52 0.42 120-sec   
112573488  1   0   1    176.17   9.51  13.58 0.38 120-sec   
 33944109  2   1   1    486.92  19.26  32.65 0.19 120-sec   
307985358 14   1   1    155.36   3.38  12.94 0.07 120-sec   
141757732 26   1   0    148.94   2.98  12.38 0.16 120-sec   
423179896  1   1   1    205.28   4.87  16.2  0.28 120-sec   
 30916207  2   1   1    396.58   7.7   26.92 0.31 120-sec   
 98724701  3   1   1    210.97  10.46  15.6  0.15 120-sec   
 25156036 25   1   1    206.58   1.5   15.94 0.08 120-sec   
143167887  3   1   1    331.51  10.63  23.84 0.21 120-sec   
229739896 14   1   1    147.05   1.94  12.39 0.12 120-sec   
279055252 24   1   0    368.55   8.47  24.1  2.48 120-sec   
191618841  1   1   1    260.1    8.25  16.99 0.17 120-sec   
423590058  2   1   1    488.99   8.97  30.81 0.59 120-sec   
387057497  3   0   1    355.78  78.3   23.78 3.05 120-sec   
229079718  2   1   1    556.09  13.03  33.14 0.87 120-sec   
288636381 11   1   1    336.51   7.43  24.04 0.21 120-sec   
 30201932  2   0   1    356.74  16.84  23.52 0.2  120-sec   
368113530  1   0   1    222.51  10.34  17.43 0.31 120-sec   
252796304  1   1   1    180.09   3.81  13.06 0.52 120-sec   
368317588  4   1   1    397.91  12.55  26.84 0.47 120-sec   
202872681  1   0   1    206.16  13.14  15.43 0.89 120-sec   
246746312  1   1   0    292.72  13.28  21.44 1.99 120-sec   
